market_hash_name,base_name,wear,min_price,suggested_price,mean_price,quantity,weapon,collection,rarity,float_min,float_max,tradeup_to
AK-47 | Aquamarine Revenge (Battle-Scarred),AK-47 | Aquamarine Revenge,Battle-Scarred,25.35,32.5,43.67,18,AK-47,The Falchion Collection,Covert,0.0,1.0,
M4A4 | Modern Hunter (Well-Worn),M4A4 | Modern Hunter,Well-Worn,,33.19,,0,M4A4,The Militia Collection,Restricted,0.06,0.8,Classified
M4A4 | Naval Shred Camo (Battle-Scarred),M4A4 | Naval Shred Camo,Battle-Scarred,0.47,0.25,0.62,2,M4A4,The Ascent Collection,Industrial Grade,0.0,0.6,Mil-Spec
M4A4 | Naval Shred Camo (Factory New),M4A4 | Naval Shred Camo,Factory New,0.86,0.89,9.92,75,M4A4,The Ascent Collection,Industrial Grade,0.0,0.6,Mil-Spec
M4A4 | Naval Shred Camo (Field-Tested),M4A4 | Naval Shred Camo,Field-Tested,0.29,0.37,0.75,21,M4A4,The Ascent Collection,Industrial Grade,0.0,0.6,Mil-Spec
M4A4 | Naval Shred Camo (Minimal Wear),M4A4 | Naval Shred Camo,Minimal Wear,0.53,0.5,1.01,5,M4A4,The Ascent Collection,Industrial Grade,0.0,0.6,Mil-Spec
M4A4 | Naval Shred Camo (Well-Worn),M4A4 | Naval Shred Camo,Well-Worn,0.37,0.36,0.37,1,M4A4,The Ascent Collection,Industrial Grade,0.0,0.6,Mil-Spec
M4A4 | Neo-Noir (Battle-Scarred),M4A4 | Neo-Noir,Battle-Scarred,5.83,6.0,12.9,20,M4A4,The Clutch Collection,Covert,0.0,0.9,
M4A4 | Neo-Noir (Factory New),M4A4 | Neo-Noir,Factory New,48.99,60.68,65.49,25,M4A4,The Clutch Collection,Covert,0.0,0.9,
M4A4 | Neo-Noir (Field-Tested),M4A4 | Neo-Noir,Field-Tested,6.89,7.59,10.9,162,M4A4,The Clutch Collection,Covert,0.0,0.9,
M4A4 | Neo-Noir (Minimal Wear),M4A4 | Neo-Noir,Minimal Wear,13.5,16.76,19.23,129,M4A4,The Clutch Collection,Covert,0.0,0.9,
M4A4 | Neo-Noir (Well-Worn),M4A4 | Neo-Noir,Well-Worn,5.59,6.62,8.4,26,M4A4,The Clutch Collection,Covert,0.0,0.9,
M4A4 | Poly Mag (Battle-Scarred),M4A4 | Poly Mag,Battle-Scarred,0.03,0.04,0.22,367,M4A4,The Recoil Collection,Mil-Spec Grade,0.0,1.0,
M4A4 | Poly Mag (Factory New),M4A4 | Poly Mag,Factory New,0.27,0.31,1.93,158,M4A4,The Recoil Collection,Mil-Spec Grade,0.0,1.0,
M4A4 | Poly Mag (Field-Tested),M4A4 | Poly Mag,Field-Tested,0.04,0.06,0.2,410,M4A4,The Recoil Collection,Mil-Spec Grade,0.0,1.0,
M4A4 | Poly Mag (Minimal Wear),M4A4 | Poly Mag,Minimal Wear,0.07,0.09,0.99,72,M4A4,The Recoil Collection,Mil-Spec Grade,0.0,1.0,
M4A4 | Poly Mag (Well-Worn),M4A4 | Poly Mag,Well-Worn,0.03,0.04,0.18,507,M4A4,The Recoil Collection,Mil-Spec Grade,0.0,1.0,
M4A4 | Polysoup (Battle-Scarred),M4A4 | Polysoup,Battle-Scarred,4.49,3.16,6.36,9,M4A4,The Graphic Design Collection,Restricted,0.0,0.64,Classified
M4A4 | Polysoup (Factory New),M4A4 | Polysoup,Factory New,15.49,17.3,27.04,89,M4A4,The Graphic Design Collection,Restricted,0.0,0.64,Classified
M4A4 | Polysoup (Field-Tested),M4A4 | Polysoup,Field-Tested,5.79,5.2,10.12,38,M4A4,The Graphic Design Collection,Restricted,0.0,0.64,Classified
M4A4 | Polysoup (Minimal Wear),M4A4 | Polysoup,Minimal Wear,9.22,8.79,15.97,31,M4A4,The Graphic Design Collection,Restricted,0.0,0.64,Classified
M4A4 | Polysoup (Well-Worn),M4A4 | Polysoup,Well-Worn,4.56,4.8,7.69,3,M4A4,The Graphic Design Collection,Restricted,0.0,0.64,Classified
M4A4 | Poseidon (Factory New),M4A4 | Poseidon,Factory New,2000.0,1910.4,2056.07,3,M4A4,The Gods and Monsters Collection,Classified,0.0,0.33,Covert
M4A4 | Poseidon (Field-Tested),M4A4 | Poseidon,Field-Tested,870.75,1073.23,1077.82,4,M4A4,The Gods and Monsters Collection,Classified,0.0,0.33,Covert
M4A4 | Poseidon (Minimal Wear),M4A4 | Poseidon,Minimal Wear,888.0,1120.85,1035.12,16,M4A4,The Gods and Monsters Collection,Classified,0.0,0.33,Covert
M4A4 | Radiation Hazard (Battle-Scarred),M4A4 | Radiation Hazard,Battle-Scarred,,31.71,,0,M4A4,The Nuke Collection,Mil-Spec Grade,0.06,0.8,
M4A4 | Radiation Hazard (Factory New),M4A4 | Radiation Hazard,Factory New,425.0,444.36,1752.23,3,M4A4,The Nuke Collection,Mil-Spec Grade,0.06,0.8,
M4A4 | Radiation Hazard (Field-Tested),M4A4 | Radiation Hazard,Field-Tested,31.66,35.13,116.52,23,M4A4,The Nuke Collection,Mil-Spec Grade,0.06,0.8,
M4A4 | Radiation Hazard (Minimal Wear),M4A4 | Radiation Hazard,Minimal Wear,81.66,102.22,191.28,16,M4A4,The Nuke Collection,Mil-Spec Grade,0.06,0.8,
M4A4 | Radiation Hazard (Well-Worn),M4A4 | Radiation Hazard,Well-Worn,26.84,31.47,31.92,2,M4A4,The Nuke Collection,Mil-Spec Grade,0.06,0.8,
M4A4 | Red DDPAT (Battle-Scarred),M4A4 | Red DDPAT,Battle-Scarred,129.25,57.46,129.25,1,M4A4,The 2021 Dust 2 Collection,Restricted,0.0,0.5,Classified
M4A4 | Red DDPAT (Factory New),M4A4 | Red DDPAT,Factory New,109.99,113.34,141.07,8,M4A4,The 2021 Dust 2 Collection,Restricted,0.0,0.5,Classified
M4A4 | Red DDPAT (Field-Tested),M4A4 | Red DDPAT,Field-Tested,,89.82,,0,M4A4,The 2021 Dust 2 Collection,Restricted,0.0,0.5,Classified
M4A4 | Red DDPAT (Minimal Wear),M4A4 | Red DDPAT,Minimal Wear,102.11,97.25,107.74,4,M4A4,The 2021 Dust 2 Collection,Restricted,0.0,0.5,Classified
M4A4 | Red DDPAT (Well-Worn),M4A4 | Red DDPAT,Well-Worn,401.47,81.68,401.47,1,M4A4,The 2021 Dust 2 Collection,Restricted,0.0,0.5,Classified
M4A4 | Royal Paladin (Battle-Scarred),M4A4 | Royal Paladin,Battle-Scarred,10.39,8.75,11.78,4,M4A4,The Revolver Case Collection,Covert,0.0,0.8,
M4A4 | Royal Paladin (Factory New),M4A4 | Royal Paladin,Factory New,172.9,158.93,245.96,6,M4A4,The Revolver Case Collection,Covert,0.0,0.8,
M4A4 | Royal Paladin (Field-Tested),M4A4 | Royal Paladin,Field-Tested,8.8,10.35,15.35,26,M4A4,The Revolver Case Collection,Covert,0.0,0.8,
M4A4 | Royal Paladin (Minimal Wear),M4A4 | Royal Paladin,Minimal Wear,35.0,41.21,50.2,17,M4A4,The Revolver Case Collection,Covert,0.0,0.8,
M4A4 | Royal Paladin (Well-Worn),M4A4 | Royal Paladin,Well-Worn,7.85,8.93,13.41,8,M4A4,The Revolver Case Collection,Covert,0.0,0.8,
M4A4 | Sheet Lightning (Battle-Scarred),M4A4 | Sheet Lightning,Battle-Scarred,22.4,4.62,22.4,1,M4A4,The Boreal Collection,Restricted,0.0,0.75,Classified
M4A4 | Sheet Lightning (Factory New),M4A4 | Sheet Lightning,Factory New,31.61,30.11,44.89,12,M4A4,The Boreal Collection,Restricted,0.0,0.75,Classified
M4A4 | Sheet Lightning (Field-Tested),M4A4 | Sheet Lightning,Field-Tested,6.46,6.73,14.12,15,M4A4,The Boreal Collection,Restricted,0.0,0.75,Classified
M4A4 | Sheet Lightning (Minimal Wear),M4A4 | Sheet Lightning,Minimal Wear,17.66,18.38,26.67,12,M4A4,The Boreal Collection,Restricted,0.0,0.75,Classified
M4A4 | Sheet Lightning (Well-Worn),M4A4 | Sheet Lightning,Well-Worn,8.88,5.3,8.88,1,M4A4,The Boreal Collection,Restricted,0.0,0.75,Classified
M4A4 | Spider Lily (Battle-Scarred),M4A4 | Spider Lily,Battle-Scarred,2.17,2.71,6.93,18,M4A4,The Operation Riptide Collection,Restricted,0.0,1.0,Classified
M4A4 | Spider Lily (Factory New),M4A4 | Spider Lily,Factory New,39.53,41.32,49.17,13,M4A4,The Operation Riptide Collection,Restricted,0.0,1.0,Classified
M4A4 | Spider Lily (Field-Tested),M4A4 | Spider Lily,Field-Tested,4.1,4.69,6.81,154,M4A4,The Operation Riptide Collection,Restricted,0.0,1.0,Classified
M4A4 | Spider Lily (Minimal Wear),M4A4 | Spider Lily,Minimal Wear,10.14,10.67,13.59,56,M4A4,The Operation Riptide Collection,Restricted,0.0,1.0,Classified
M4A4 | Spider Lily (Well-Worn),M4A4 | Spider Lily,Well-Worn,2.64,3.23,3.72,11,M4A4,The Operation Riptide Collection,Restricted,0.0,1.0,Classified
M4A4 | Steel Work (Battle-Scarred),M4A4 | Steel Work,Battle-Scarred,0.21,0.27,0.26,7,M4A4,The Radiant Collection,Industrial Grade,0.0,0.7,Mil-Spec
M4A4 | Steel Work (Factory New),M4A4 | Steel Work,Factory New,1.25,0.6,3.54,12,M4A4,The Radiant Collection,Industrial Grade,0.0,0.7,Mil-Spec
M4A4 | Steel Work (Field-Tested),M4A4 | Steel Work,Field-Tested,0.38,0.39,0.43,16,M4A4,The Radiant Collection,Industrial Grade,0.0,0.7,Mil-Spec
M4A4 | Steel Work (Minimal Wear),M4A4 | Steel Work,Minimal Wear,0.51,0.53,0.87,13,M4A4,The Radiant Collection,Industrial Grade,0.0,0.7,Mil-Spec
M4A4 | Steel Work (Well-Worn),M4A4 | Steel Work,Well-Worn,0.33,0.34,0.33,1,M4A4,The Radiant Collection,Industrial Grade,0.0,0.7,Mil-Spec
M4A4 | Temukau (Battle-Scarred),M4A4 | Temukau,Battle-Scarred,5.05,6.39,25.22,55,M4A4,The Revolution Collection,Covert,0.0,0.8,
M4A4 | Temukau (Factory New),M4A4 | Temukau,Factory New,98.3,123.2,137.92,49,M4A4,The Revolution Collection,Covert,0.0,0.8,
M4A4 | Temukau (Field-Tested),M4A4 | Temukau,Field-Tested,9.3,10.83,17.38,347,M4A4,The Revolution Collection,Covert,0.0,0.8,
M4A4 | Temukau (Minimal Wear),M4A4 | Temukau,Minimal Wear,35.05,41.28,54.78,111,M4A4,The Revolution Collection,Covert,0.0,0.8,
M4A4 | Temukau (Well-Worn),M4A4 | Temukau,Well-Worn,8.3,9.91,13.22,27,M4A4,The Revolution Collection,Covert,0.0,0.8,
M4A4 | The Battlestar (Battle-Scarred),M4A4 | The Battlestar,Battle-Scarred,6.5,6.18,10.9,9,M4A4,The Wildfire Collection,Covert,0.0,0.64,
M4A4 | The Battlestar (Factory New),M4A4 | The Battlestar,Factory New,25.85,30.52,54.53,13,M4A4,The Wildfire Collection,Covert,0.0,0.64,
M4A4 | The Battlestar (Field-Tested),M4A4 | The Battlestar,Field-Tested,4.9,6.55,30.67,20,M4A4,The Wildfire Collection,Covert,0.0,0.64,
M4A4 | The Battlestar (Minimal Wear),M4A4 | The Battlestar,Minimal Wear,7.11,8.9,18.01,23,M4A4,The Wildfire Collection,Covert,0.0,0.64,
M4A4 | The Battlestar (Well-Worn),M4A4 | The Battlestar,Well-Worn,8.82,10.72,9.54,2,M4A4,The Wildfire Collection,Covert,0.0,0.64,
M4A4 | The Coalition (Battle-Scarred),M4A4 | The Coalition,Battle-Scarred,13.68,15.04,19.64,6,M4A4,The 2021 Train Collection,Covert,0.0,1.0,
M4A4 | The Coalition (Factory New),M4A4 | The Coalition,Factory New,422.96,440.46,1487.0,4,M4A4,The 2021 Train Collection,Covert,0.0,1.0,
M4A4 | The Coalition (Field-Tested),M4A4 | The Coalition,Field-Tested,34.86,41.09,100.51,26,M4A4,The 2021 Train Collection,Covert,0.0,1.0,
M4A4 | The Coalition (Minimal Wear),M4A4 | The Coalition,Minimal Wear,100.0,107.58,132.59,17,M4A4,The 2021 Train Collection,Covert,0.0,1.0,
M4A4 | The Coalition (Well-Worn),M4A4 | The Coalition,Well-Worn,13.88,17.64,14.81,4,M4A4,The 2021 Train Collection,Covert,0.0,1.0,
M4A4 | The Emperor (Battle-Scarred),M4A4 | The Emperor,Battle-Scarred,11.91,13.55,14.88,18,M4A4,The Prisma Collection,Covert,0.0,0.8,
M4A4 | The Emperor (Factory New),M4A4 | The Emperor,Factory New,186.19,236.54,242.75,14,M4A4,The Prisma Collection,Covert,0.0,0.8,
M4A4 | The Emperor (Field-Tested),M4A4 | The Emperor,Field-Tested,12.69,15.26,15.94,155,M4A4,The Prisma Collection,Covert,0.0,0.8,
M4A4 | The Emperor (Minimal Wear),M4A4 | The Emperor,Minimal Wear,45.0,53.88,58.58,45,M4A4,The Prisma Collection,Covert,0.0,0.8,
M4A4 | The Emperor (Well-Worn),M4A4 | The Emperor,Well-Worn,12.09,13.99,13.77,8,M4A4,The Prisma Collection,Covert,0.0,0.8,
M4A4 | Tooth Fairy (Battle-Scarred),M4A4 | Tooth Fairy,Battle-Scarred,1.78,2.25,5.27,64,M4A4,The Fracture Collection,Classified,0.0,0.73,Covert
M4A4 | Tooth Fairy (Factory New),M4A4 | Tooth Fairy,Factory New,9.72,10.91,23.64,58,M4A4,The Fracture Collection,Classified,0.0,0.73,Covert
M4A4 | Tooth Fairy (Field-Tested),M4A4 | Tooth Fairy,Field-Tested,2.0,2.73,4.74,258,M4A4,The Fracture Collection,Classified,0.0,0.73,Covert
M4A4 | Tooth Fairy (Minimal Wear),M4A4 | Tooth Fairy,Minimal Wear,3.71,4.94,5.9,106,M4A4,The Fracture Collection,Classified,0.0,0.73,Covert
M4A4 | Tooth Fairy (Well-Worn),M4A4 | Tooth Fairy,Well-Worn,2.17,2.63,3.85,26,M4A4,The Fracture Collection,Classified,0.0,0.73,Covert
M4A4 | Tornado (Battle-Scarred),M4A4 | Tornado,Battle-Scarred,9.49,4.58,9.49,1,M4A4,The Inferno Collection,Industrial Grade,0.06,0.8,Mil-Spec
M4A4 | Tornado (Factory New),M4A4 | Tornado,Factory New,140.31,163.02,209.89,4,M4A4,The Inferno Collection,Industrial Grade,0.06,0.8,Mil-Spec
M4A4 | Tornado (Field-Tested),M4A4 | Tornado,Field-Tested,10.89,5.63,14.15,4,M4A4,The Inferno Collection,Industrial Grade,0.06,0.8,Mil-Spec
M4A4 | Tornado (Minimal Wear),M4A4 | Tornado,Minimal Wear,19.0,22.66,54.97,22,M4A4,The Inferno Collection,Industrial Grade,0.06,0.8,Mil-Spec
M4A4 | Tornado (Well-Worn),M4A4 | Tornado,Well-Worn,10.76,5.41,14.76,2,M4A4,The Inferno Collection,Industrial Grade,0.06,0.8,Mil-Spec
M4A4 | Turbine (Battle-Scarred),M4A4 | Turbine,Battle-Scarred,0.4,0.57,1.13,51,M4A4,The Gallery Collection,Restricted,0.0,0.85,Classified
M4A4 | Turbine (Factory New),M4A4 | Turbine,Factory New,5.06,5.54,14.52,34,M4A4,The Gallery Collection,Restricted,0.0,0.85,Classified
M4A4 | Turbine (Field-Tested),M4A4 | Turbine,Field-Tested,0.54,0.76,2.27,312,M4A4,The Gallery Collection,Restricted,0.0,0.85,Classified
M4A4 | Turbine (Minimal Wear),M4A4 | Turbine,Minimal Wear,1.41,1.85,6.1,72,M4A4,The Gallery Collection,Restricted,0.0,0.85,Classified
M4A4 | Turbine (Well-Worn),M4A4 | Turbine,Well-Worn,0.52,0.75,1.12,35,M4A4,The Gallery Collection,Restricted,0.0,0.85,Classified
M4A4 | Urban DDPAT (Battle-Scarred),M4A4 | Urban DDPAT,Battle-Scarred,0.24,0.34,0.68,35,M4A4,The Train Collection,Industrial Grade,0.06,0.8,Mil-Spec
M4A4 | Urban DDPAT (Factory New),M4A4 | Urban DDPAT,Factory New,4.68,5.05,26.85,23,M4A4,The Train Collection,Industrial Grade,0.06,0.8,Mil-Spec
M4A4 | Urban DDPAT (Field-Tested),M4A4 | Urban DDPAT,Field-Tested,0.28,0.37,1.44,478,M4A4,The Train Collection,Industrial Grade,0.06,0.8,Mil-Spec
M4A4 | Urban DDPAT (Minimal Wear),M4A4 | Urban DDPAT,Minimal Wear,0.35,0.44,2.67,267,M4A4,The Train Collection,Industrial Grade,0.06,0.8,Mil-Spec
M4A4 | Urban DDPAT (Well-Worn),M4A4 | Urban DDPAT,Well-Worn,0.37,0.34,3.05,63,M4A4,The Train Collection,Industrial Grade,0.06,0.8,Mil-Spec
M4A4 | X-Ray (Factory New),M4A4 | X-Ray,Factory New,55.0,56.48,236.69,20,M4A4,The eSports 2013 Winter Collection,Covert,0.0,0.3,
M4A4 | X-Ray (Field-Tested),M4A4 | X-Ray,Field-Tested,21.55,20.53,146.77,2,M4A4,The eSports 2013 Winter Collection,Covert,0.0,0.3,
M4A4 | X-Ray (Minimal Wear),M4A4 | X-Ray,Minimal Wear,20.75,24.77,138.47,22,M4A4,The eSports 2013 Winter Collection,Covert,0.0,0.3,
M4A4 | Zirka (Factory New),M4A4 | Zirka,Factory New,95.2,42.55,177.46,4,M4A4,The Bravo Collection,Restricted,0.06,0.42,Classified
M4A4 | Zirka (Field-Tested),M4A4 | Zirka,Field-Tested,24.7,30.76,337.98,9,M4A4,The Bravo Collection,Restricted,0.06,0.42,Classified
M4A4 | Zirka (Minimal Wear),M4A4 | Zirka,Minimal Wear,27.27,32.38,159.12,23,M4A4,The Bravo Collection,Restricted,0.06,0.42,Classified
M4A4 | Zirka (Well-Worn),M4A4 | Zirka,Well-Worn,,28.72,,0,M4A4,The Bravo Collection,Restricted,0.06,0.42,Classified
MAC-10 | Acid Hex (Battle-Scarred),MAC-10 | Acid Hex,Battle-Scarred,0.12,0.16,1.27,3,MAC-10,The Boreal Collection,Industrial Grade,0.0,0.58,Mil-Spec
MAC-10 | Acid Hex (Factory New),MAC-10 | Acid Hex,Factory New,2.0,0.83,8.54,16,MAC-10,The Boreal Collection,Industrial Grade,0.0,0.58,Mil-Spec
MAC-10 | Acid Hex (Field-Tested),MAC-10 | Acid Hex,Field-Tested,0.81,0.36,1.13,8,MAC-10,The Boreal Collection,Industrial Grade,0.0,0.58,Mil-Spec
MAC-10 | Acid Hex (Minimal Wear),MAC-10 | Acid Hex,Minimal Wear,1.09,0.64,2.4,9,MAC-10,The Boreal Collection,Industrial Grade,0.0,0.58,Mil-Spec
MAC-10 | Acid Hex (Well-Worn),MAC-10 | Acid Hex,Well-Worn,0.18,0.23,0.18,1,MAC-10,The Boreal Collection,Industrial Grade,0.0,0.58,Mil-Spec
MAC-10 | Allure (Battle-Scarred),MAC-10 | Allure,Battle-Scarred,0.17,0.25,0.55,86,MAC-10,The Fracture Collection,Restricted,0.0,1.0,Classified
MAC-10 | Allure (Factory New),MAC-10 | Allure,Factory New,1.56,1.81,7.44,40,MAC-10,The Fracture Collection,Restricted,0.0,1.0,Classified
MAC-10 | Allure (Field-Tested),MAC-10 | Allure,Field-Tested,0.24,0.34,0.54,429,MAC-10,The Fracture Collection,Restricted,0.0,1.0,Classified
MAC-10 | Allure (Minimal Wear),MAC-10 | Allure,Minimal Wear,0.51,0.7,1.48,87,MAC-10,The Fracture Collection,Restricted,0.0,1.0,Classified
MAC-10 | Allure (Well-Worn),MAC-10 | Allure,Well-Worn,0.19,0.27,0.54,125,MAC-10,The Fracture Collection,Restricted,0.0,1.0,Classified
MAC-10 | Aloha (Battle-Scarred),MAC-10 | Aloha,Battle-Scarred,1.81,2.04,2.54,6,MAC-10,The Operation Hydra Collection,Mil-Spec Grade,0.0,0.65,
MAC-10 | Aloha (Factory New),MAC-10 | Aloha,Factory New,4.19,4.04,14.14,18,MAC-10,The Operation Hydra Collection,Mil-Spec Grade,0.0,0.65,
MAC-10 | Aloha (Field-Tested),MAC-10 | Aloha,Field-Tested,2.3,2.3,20.6,15,MAC-10,The Operation Hydra Collection,Mil-Spec Grade,0.0,0.65,
MAC-10 | Aloha (Minimal Wear),MAC-10 | Aloha,Minimal Wear,2.67,2.86,3.93,9,MAC-10,The Operation Hydra Collection,Mil-Spec Grade,0.0,0.65,
MAC-10 | Aloha (Well-Worn),MAC-10 | Aloha,Well-Worn,2.3,2.74,2.3,1,MAC-10,The Operation Hydra Collection,Mil-Spec Grade,0.0,0.65,
MAC-10 | Amber Fade (Factory New),MAC-10 | Amber Fade,Factory New,19.5,18.49,32.26,14,MAC-10,The Mirage Collection,Mil-Spec Grade,0.0,0.4,
MAC-10 | Amber Fade (Field-Tested),MAC-10 | Amber Fade,Field-Tested,14.6,15.47,33.26,11,MAC-10,The Mirage Collection,Mil-Spec Grade,0.0,0.4,
MAC-10 | Amber Fade (Minimal Wear),MAC-10 | Amber Fade,Minimal Wear,15.02,15.74,22.76,10,MAC-10,The Mirage Collection,Mil-Spec Grade,0.0,0.4,
MAC-10 | Amber Fade (Well-Worn),MAC-10 | Amber Fade,Well-Worn,,17.84,,0,MAC-10,The Mirage Collection,Mil-Spec Grade,0.0,0.4,
MAC-10 | Bronzer (Battle-Scarred),MAC-10 | Bronzer,Battle-Scarred,0.02,0.03,0.26,32,MAC-10,The Radiant Collection,Consumer Grade,0.0,0.8,
MAC-10 | Bronzer (Factory New),MAC-10 | Bronzer,Factory New,0.17,0.08,1.73,42,MAC-10,The Radiant Collection,Consumer Grade,0.0,0.8,
MAC-10 | Bronzer (Field-Tested),MAC-10 | Bronzer,Field-Tested,0.04,0.04,0.31,16,MAC-10,The Radiant Collection,Consumer Grade,0.0,0.8,
MAC-10 | Bronzer (Minimal Wear),MAC-10 | Bronzer,Minimal Wear,2.0,0.05,2.0,2,MAC-10,The Radiant Collection,Consumer Grade,0.0,0.8,
MAC-10 | Bronzer (Well-Worn),MAC-10 | Bronzer,Well-Worn,,0.04,,0,MAC-10,The Radiant Collection,Consumer Grade,0.0,0.8,
MAC-10 | Button Masher (Battle-Scarred),MAC-10 | Button Masher,Battle-Scarred,0.18,0.25,1.67,50,MAC-10,The Snakebite Collection,Restricted,0.0,1.0,Classified
MAC-10 | Button Masher (Factory New),MAC-10 | Button Masher,Factory New,1.24,1.52,3.59,36,MAC-10,The Snakebite Collection,Restricted,0.0,1.0,Classified
MAC-10 | Button Masher (Field-Tested),MAC-10 | Button Masher,Field-Tested,0.17,0.26,1.22,59,MAC-10,The Snakebite Collection,Restricted,0.0,1.0,Classified
MAC-10 | Button Masher (Minimal Wear),MAC-10 | Button Masher,Minimal Wear,0.57,0.64,1.19,49,MAC-10,The Snakebite Collection,Restricted,0.0,1.0,Classified
MAC-10 | Button Masher (Well-Worn),MAC-10 | Button Masher,Well-Worn,0.18,0.25,0.44,46,MAC-10,The Snakebite Collection,Restricted,0.0,1.0,Classified
MAC-10 | Calf Skin (Battle-Scarred),MAC-10 | Calf Skin,Battle-Scarred,0.03,0.05,0.31,83,MAC-10,The 2018 Inferno Collection,Industrial Grade,0.0,1.0,Mil-Spec
MAC-10 | Calf Skin (Factory New),MAC-10 | Calf Skin,Factory New,0.27,0.3,2.1,101,MAC-10,The 2018 Inferno Collection,Industrial Grade,0.0,1.0,Mil-Spec
MAC-10 | Calf Skin (Field-Tested),MAC-10 | Calf Skin,Field-Tested,0.04,0.06,0.28,119,MAC-10,The 2018 Inferno Collection,Industrial Grade,0.0,1.0,Mil-Spec
MAC-10 | Calf Skin (Minimal Wear),MAC-10 | Calf Skin,Minimal Wear,0.13,0.13,0.75,200,MAC-10,The 2018 Inferno Collection,Industrial Grade,0.0,1.0,Mil-Spec
MAC-10 | Calf Skin (Well-Worn),MAC-10 | Calf Skin,Well-Worn,0.04,0.06,0.15,118,MAC-10,The 2018 Inferno Collection,Industrial Grade,0.0,1.0,Mil-Spec
MAC-10 | Candy Apple (Factory New),MAC-10 | Candy Apple,Factory New,0.69,0.75,2.67,535,MAC-10,The Train Collection,Industrial Grade,0.0,0.3,Mil-Spec
MAC-10 | Candy Apple (Field-Tested),MAC-10 | Candy Apple,Field-Tested,0.38,0.41,1.89,94,MAC-10,The Train Collection,Industrial Grade,0.0,0.3,Mil-Spec
MAC-10 | Candy Apple (Minimal Wear),MAC-10 | Candy Apple,Minimal Wear,0.5,0.43,2.47,272,MAC-10,The Train Collection,Industrial Grade,0.0,0.3,Mil-Spec
MAC-10 | Carnivore (Battle-Scarred),MAC-10 | Carnivore,Battle-Scarred,0.16,0.22,0.66,44,MAC-10,The Gamma Collection,Mil-Spec Grade,0.0,1.0,
MAC-10 | Carnivore (Factory New),MAC-10 | Carnivore,Factory New,1.49,0.78,6.51,31,MAC-10,The Gamma Collection,Mil-Spec Grade,0.0,1.0,
MAC-10 | Carnivore (Field-Tested),MAC-10 | Carnivore,Field-Tested,0.22,0.3,0.73,68,MAC-10,The Gamma Collection,Mil-Spec Grade,0.0,1.0,
MAC-10 | Carnivore (Minimal Wear),MAC-10 | Carnivore,Minimal Wear,0.2,0.26,0.81,34,MAC-10,The Gamma Collection,Mil-Spec Grade,0.0,1.0,
MAC-10 | Carnivore (Well-Worn),MAC-10 | Carnivore,Well-Worn,0.15,0.22,1.03,91,MAC-10,The Gamma Collection,Mil-Spec Grade,0.0,1.0,
MAC-10 | Case Hardened (Battle-Scarred),MAC-10 | Case Hardened,Battle-Scarred,100.0,94.48,152.33,5,MAC-10,The 2021 Dust 2 Collection,Restricted,0.0,1.0,Classified
MAC-10 | Case Hardened (Factory New),MAC-10 | Case Hardened,Factory New,102.9,265.68,256.47,8,MAC-10,The 2021 Dust 2 Collection,Restricted,0.0,1.0,Classified
MAC-10 | Case Hardened (Field-Tested),MAC-10 | Case Hardened,Field-Tested,90.0,116.84,124.46,17,MAC-10,The 2021 Dust 2 Collection,Restricted,0.0,1.0,Classified
MAC-10 | Case Hardened (Minimal Wear),MAC-10 | Case Hardened,Minimal Wear,90.12,176.32,219.72,8,MAC-10,The 2021 Dust 2 Collection,Restricted,0.0,1.0,Classified
MAC-10 | Case Hardened (Well-Worn),MAC-10 | Case Hardened,Well-Worn,85.5,126.12,179.93,5,MAC-10,The 2021 Dust 2 Collection,Restricted,0.0,1.0,Classified
MAC-10 | Classic Crate (Battle-Scarred),MAC-10 | Classic Crate,Battle-Scarred,0.14,0.2,0.59,44,MAC-10,The CS20 Collection,Mil-Spec Grade,0.0,1.0,
MAC-10 | Classic Crate (Factory New),MAC-10 | Classic Crate,Factory New,0.51,0.41,3.88,37,MAC-10,The CS20 Collection,Mil-Spec Grade,0.0,1.0,
MAC-10 | Classic Crate (Field-Tested),MAC-10 | Classic Crate,Field-Tested,0.2,0.28,0.96,92,MAC-10,The CS20 Collection,Mil-Spec Grade,0.0,1.0,
MAC-10 | Classic Crate (Minimal Wear),MAC-10 | Classic Crate,Minimal Wear,0.18,0.25,0.82,31,MAC-10,The CS20 Collection,Mil-Spec Grade,0.0,1.0,
MAC-10 | Classic Crate (Well-Worn),MAC-10 | Classic Crate,Well-Worn,0.14,0.19,0.42,70,MAC-10,The CS20 Collection,Mil-Spec Grade,0.0,1.0,
MAC-10 | Commuter (Battle-Scarred),MAC-10 | Commuter,Battle-Scarred,,10.72,,0,MAC-10,The Baggage Collection,Industrial Grade,0.0,1.0,Mil-Spec
MAC-10 | Commuter (Factory New),MAC-10 | Commuter,Factory New,21.96,21.06,23.48,2,MAC-10,The Baggage Collection,Industrial Grade,0.0,1.0,Mil-Spec
MAC-10 | Commuter (Field-Tested),MAC-10 | Commuter,Field-Tested,15.0,9.47,15.0,1,MAC-10,The Baggage Collection,Industrial Grade,0.0,1.0,Mil-Spec
MAC-10 | Commuter (Minimal Wear),MAC-10 | Commuter,Minimal Wear,19.99,10.31,19.99,1,MAC-10,The Baggage Collection,Industrial Grade,0.0,1.0,Mil-Spec
