ROI,Expected Value,Cost,Input Skins,Output Breakdown
96.39%,£5.88,£6.10,"[['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)]]",M4A1-S | Black Lotus (Field-Tested) @ 0.1855 (33.33%) → £7.24; USP-S | Jawbreaker (Field-Tested) @ 0.2650 (33.33%) → £5.00; Zeus x27 | Olympus (Field-Tested) @ 0.1776 (33.33%) → £5.40
96.39%,£5.88,£6.10,"[['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)]]",M4A1-S | Black Lotus (Field-Tested) @ 0.1855 (33.33%) → £7.24; USP-S | Jawbreaker (Field-Tested) @ 0.2650 (33.33%) → £5.00; Zeus x27 | Olympus (Field-Tested) @ 0.1776 (33.33%) → £5.40
96.39%,£5.88,£6.10,"[['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)]]",M4A1-S | Black Lotus (Field-Tested) @ 0.1855 (33.33%) → £7.24; USP-S | Jawbreaker (Field-Tested) @ 0.2650 (33.33%) → £5.00; Zeus x27 | Olympus (Field-Tested) @ 0.1776 (33.33%) → £5.40
96.39%,£5.88,£6.10,"[['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)], ['Sawed-Off | Analog Input (Field-Tested)', 'The Kilowatt Collection', 'Restricted', 0.265, np.float64(0.61)]]",M4A1-S | Black Lotus (Field-Tested) @ 0.1855 (33.33%) → £7.24; USP-S | Jawbreaker (Field-Tested) @ 0.2650 (33.33%) → £5.00; Zeus x27 | Olympus (Field-Tested) @ 0.1776 (33.33%) → £5.40
96.26%,£3898.58,£4050.00,"[['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)]]",AK-47 | X-Ray (Factory New) @ 0.0350 (100.00%) → £3898.58
96.26%,£3898.58,£4050.00,"[['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)]]",AK-47 | X-Ray (Factory New) @ 0.0350 (100.00%) → £3898.58
96.26%,£3898.58,£4050.00,"[['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)]]",AK-47 | X-Ray (Factory New) @ 0.0350 (100.00%) → £3898.58
96.26%,£3898.58,£4050.00,"[['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)]]",AK-47 | X-Ray (Factory New) @ 0.0350 (100.00%) → £3898.58
96.26%,£3898.58,£4050.00,"[['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)], ['AWP | Silk Tiger (Factory New)', 'The Havoc Collection', 'Classified', 0.035, np.float64(405.0)]]",AK-47 | X-Ray (Factory New) @ 0.0350 (100.00%) → £3898.58
96.25%,£11.65,£12.10,"[['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)]]",M4A4 | Desolate Space (Minimal Wear) @ 0.1100 (33.33%) → £11.95; P2000 | Imperial Dragon (Factory New) @ 0.0693 (33.33%) → £11.99; SCAR-20 | Bloodsport (Factory New) @ 0.0495 (33.33%) → £11.00
96.25%,£11.65,£12.10,"[['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)]]",M4A4 | Desolate Space (Minimal Wear) @ 0.1100 (33.33%) → £11.95; P2000 | Imperial Dragon (Factory New) @ 0.0693 (33.33%) → £11.99; SCAR-20 | Bloodsport (Factory New) @ 0.0495 (33.33%) → £11.00
96.25%,£11.65,£12.10,"[['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)]]",M4A4 | Desolate Space (Minimal Wear) @ 0.1100 (33.33%) → £11.95; P2000 | Imperial Dragon (Factory New) @ 0.0693 (33.33%) → £11.99; SCAR-20 | Bloodsport (Factory New) @ 0.0495 (33.33%) → £11.00
96.25%,£11.65,£12.10,"[['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)]]",M4A4 | Desolate Space (Minimal Wear) @ 0.1100 (33.33%) → £11.95; P2000 | Imperial Dragon (Factory New) @ 0.0693 (33.33%) → £11.99; SCAR-20 | Bloodsport (Factory New) @ 0.0495 (33.33%) → £11.00
96.25%,£11.65,£12.10,"[['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)], ['Sawed-Off | Limelight (Minimal Wear)', 'The Gamma Collection', 'Restricted', 0.11, np.float64(1.21)]]",M4A4 | Desolate Space (Minimal Wear) @ 0.1100 (33.33%) → £11.95; P2000 | Imperial Dragon (Factory New) @ 0.0693 (33.33%) → £11.99; SCAR-20 | Bloodsport (Factory New) @ 0.0495 (33.33%) → £11.00
96.24%,£22.62,£23.50,"[['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)]]",AK-47 | Searing Rage (Factory New) @ 0.0350 (33.33%) → £25.67; Glock-18 | Shinobu (Factory New) @ 0.0350 (33.33%) → £23.96; UMP-45 | K.O. Factory (Factory New) @ 0.0350 (33.33%) → £18.22
96.24%,£22.62,£23.50,"[['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)]]",AK-47 | Searing Rage (Factory New) @ 0.0350 (33.33%) → £25.67; Glock-18 | Shinobu (Factory New) @ 0.0350 (33.33%) → £23.96; UMP-45 | K.O. Factory (Factory New) @ 0.0350 (33.33%) → £18.22
96.24%,£22.62,£23.50,"[['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)]]",AK-47 | Searing Rage (Factory New) @ 0.0350 (33.33%) → £25.67; Glock-18 | Shinobu (Factory New) @ 0.0350 (33.33%) → £23.96; UMP-45 | K.O. Factory (Factory New) @ 0.0350 (33.33%) → £18.22
96.24%,£22.62,£23.50,"[['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)]]",AK-47 | Searing Rage (Factory New) @ 0.0350 (33.33%) → £25.67; Glock-18 | Shinobu (Factory New) @ 0.0350 (33.33%) → £23.96; UMP-45 | K.O. Factory (Factory New) @ 0.0350 (33.33%) → £18.22
96.24%,£22.62,£23.50,"[['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)], ['Desert Eagle | Serpent Strike (Factory New)', 'The Fever Collection', 'Restricted', 0.035, np.float64(2.35)]]",AK-47 | Searing Rage (Factory New) @ 0.0350 (33.33%) → £25.67; Glock-18 | Shinobu (Factory New) @ 0.0350 (33.33%) → £23.96; UMP-45 | K.O. Factory (Factory New) @ 0.0350 (33.33%) → £18.22
96.16%,£31.73,£33.00,"[['MAC-10 | Last Dive (Factory New)', 'The Spectrum Collection', 'Restricted', 0.035, np.float64(3.3)], ['MAC-10 | Last Dive (Factory New)', 'The Spectrum Collection', 'Restricted', 0.035, np.float64(3.3)], ['MAC-10 | Last Dive (Factory New)', 'The Spectrum Collection', 'Restricted', 0.035, np.float64(3.3)], ['MAC-10 | Last Dive (Factory New)', 'The Spectrum Collection', 'Restricted', 0.035, np.float64(3.3)], ['MAC-10 | Last Dive (Factory New)', 'The Spectrum Collection', 'Restricted', 0.035, np.float64(3.3)], ['MAC-10 | Last Dive (Factory New)', 'The Spectrum Collection', 'Restricted', 0.035, np.float64(3.3)], ['MAC-10 | Last Dive (Factory New)', 'The Spectrum Collection', 'Restricted', 0.035, np.float64(3.3)], ['MAC-10 | Last Dive (Factory New)', 'The Spectrum Collection', 'Restricted', 0.035, np.float64(3.3)], ['MAC-10 | Last Dive (Factory New)', 'The Spectrum Collection', 'Restricted', 0.035, np.float64(3.3)], ['MAC-10 | Last Dive (Factory New)', 'The Spectrum Collection', 'Restricted', 0.035, np.float64(3.3)]]",AWP | Fever Dream (Factory New) @ 0.0193 (33.33%) → £20.20; CZ75-Auto | Xiangliu (Factory New) @ 0.0196 (33.33%) → £20.94; M4A1-S | Decimator (Factory New) @ 0.0298 (33.33%) → £54.06
